	PDB	resolution	method	organism	date	affinity	delta_g	affinity_method	temperature	authors	One_digit_id
1369	3ztj	3.41	X-RAY DIFFRACTION	HOMO SAPIENS; INFLUENZA A VIRUS	07/08/11					Voss, J.E., Vachieri, S.G., Gamblin, S.J., Collins, P.J., Haire, L.F., Skehel, J.J.	3ztj_0
1370	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_0
1371	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_0
1372	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_1
1373	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_2
1374	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_3
1375	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_4
1376	7luc	3.21	ELECTRON MICROSCOPY	RESPIRATORY SYNCYTIAL VIRUS; HOMO SAPIENS	02/22/21					Wrapp, D., McLellan, J.S.	7luc_5
1377	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_1
1378	7rbv	3.6	ELECTRON MICROSCOPY	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	07/06/21					Altomare, C.G., Bajic, G.	7rbv_0
1379	7wh8	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/18/23					Zeng, J.W.	7wh8_0
1380	8gf2	2.851	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/23/23					Yuan, M., Zhu, X., Wilson, I.A.	8gf2_0
1381	7kfv	2.102	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	10/15/20					Pan, J., Abraham, J., Clark, L., Clark, S.	7kfv_1
1382	7r8l	2.6	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/26/21					Barnes, C.O., Bjorkman, P.J.	7r8l_1
1383	7s0b	2.9	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	08/30/21					Tanaka, S., Barnes, C.O., Bjorkman, P.J.	7s0b_0
1384	8gf2	2.851	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/23/23					Yuan, M., Zhu, X., Wilson, I.A.	8gf2_1
1385	8bev	0.0	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	03/08/23					Lauer, S., Spahn, C.M.T., Schwefel, D.	8bev_0
1386	8gf2	2.851	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/23/23					Yuan, M., Zhu, X., Wilson, I.A.	8gf2_2
1387	6zer	3.8	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/16/20					Zhou, D., Zhao, Y., Fry, E.E., Ren, J., Stuart, D.I.	6zer_2
1388	7lx5	3.44	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	03/03/21					Pymm, P., Glukhova, A., Tham, W.-H.	7lx5_0
1389	7ws7	3.4	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	01/28/22					Guo, H., Gao, Y., Ji, X., Yang, H.	7ws7_0
1390	8gf2	2.851	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/23/23					Yuan, M., Zhu, X., Wilson, I.A.	8gf2_3
1391	7z1a	2.59	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1a_0
1392	7lx5	3.44	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	03/03/21					Pymm, P., Glukhova, A., Tham, W.-H.	7lx5_1
1393	7r6x	2.95	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/23/21					Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	7r6x_0
1394	7swp	3.8	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	11/20/21					Windsor, I.W., Tong, P., Wesemann, D.R., Harrison, S.C.	7swp_0
1395	9cpq										9cpq_0
1396	7f63	3.9	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/24/21					Yang, T.J., Yu, P.Y., Wu, H.C., Hsu, S.T.D.	7f63_0
1397	7n9a	3.5	ELECTRON MICROSCOPY	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/17/21					Sun, D., Zhang, C., Shi, Y.	7n9a_0
1398	7z1a	2.59	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1a_1
1399	7r6x	2.95	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/23/21					Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	7r6x_1
1400	7jmw	2.89	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	08/03/20					Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	7jmw_0
1401	9cpq										9cpq_1
1402	8x0x	3.45	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/05/24					Mohapatra, A., Chen, X.	8x0x_0
1403	8h5u	2.401	X-RAY DIFFRACTION	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	10/18/23					Yang, J., Lin, S., Lu, G.W.	8h5u_0
1404	7z1a	2.59	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1a_2
1405	7r6x	2.95	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/23/21					Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	7r6x_2
1406	8jap										8jap_0
1407	8x0y	1.94	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/05/24					Mohapatra, A., Chen, X.	8x0y_0
1408	8d48	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/25/23					Abernathy, M.E., Barnes, C.O.	8d48_0
1409	7mfu	1.7	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	04/11/21					Jiang, J., Ahmad, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	7mfu_0
1410	7z1a	2.59	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1a_3
1411	6yor	3.9	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME-RELATED CORONAVIRUS; HOMO SAPIENS	04/15/20					Huo, J., Zhao, Y., Ren, J., Zhou, D., Duyvesteyn, H.M.E., Carrique, L., Malinauskas, T., Ruza, R.R., Shah, P.N.M., Fry, E.E., Owens, R., Stuart, D.I.	6yor_0
1412	8g79	6.1	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	01/08/09					Ye, G., Bu, F., Liu, B., Li, F.	8g79_0
1413	7x2l	2.4	X-RAY DIFFRACTION	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	12/07/22					Wang, X.Q., Zhang, L.Q., Ren, Y.F., Li, M.X.	7x2l_0
1414	7mfu	1.7	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	04/11/21					Jiang, J., Ahmad, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	7mfu_1
1415	7z1b	2.3	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1b_0
1416	8g79	6.1	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	01/08/09					Ye, G., Bu, F., Liu, B., Li, F.	8g79_1
1417	8cwi	1.873	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	05/24/23					Langley, D.B., Christ, D.	8cwi_0
1418	8hed	0.0	ELECTRON MICROSCOPY	Oryctolagus cuniculus; Severe acute respiratory syndrome coronavirus 2	04/26/23					Guo, H., Gao, Y., Lu, Y., Yang, H., Ji, X.	8hed_0
1419	7x8w	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	12/07/22					Kamada, K., Shirouzu, M.	7x8w_0
1420	7upx	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus; Severe acute respiratory syndrome coronavirus	08/10/22					Zhang, J., Luo, S., Kreutzberger, A., Kirchhausen, T., Chen, B., Haynes, B., Alt, F.	7upx_0
1421	6xc2	3.112	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/08/20					Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	6xc2_1
1422	7mfu	1.7	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	04/11/21					Jiang, J., Ahmad, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	7mfu_2
1423	7msq	2.29	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	05/12/21					Langley, D.B., Christ, D.	7msq_1
1424	7z1b	2.3	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1b_1
1425	7rby	2.82	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	07/06/21					Chen, Y., Tolbert, W., Pazgier, M.	7rby_0
1426	8g79	6.1	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	01/08/09					Ye, G., Bu, F., Liu, B., Li, F.	8g79_2
1427	8dxu	2.728	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/18/23					Langley, D.B., Christ, D.	8dxu_0
1428	7x8y	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	12/07/22					Kamada, K., Shirouzu, M.	7x8y_0
1429	7oay	2.34	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	04/20/21					Naismith, J.H., Mikolajek, H.	7oay_1
1430	7mfu	1.7	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	04/11/21					Jiang, J., Ahmad, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	7mfu_3
1431	7z1b	2.3	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1b_2
1432	8dxu	2.728	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/18/23					Langley, D.B., Christ, D.	8dxu_1
1433	6z2m	2.71	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	05/17/20					Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	6z2m_0
1434	7dpm	3.304	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	12/20/20					Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	7dpm_0
1435	7z1b	2.3	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1b_3
1436	7bz5	1.84	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	04/26/20					Wu, Y., Qi, J., Gao, F.	7bz5_0
1437	6zbp	1.85	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	06/08/20					Naismith, J.H., Huo, J., Mikolajek, H., Ward, P., Dumoux, M., Owens, R.J., LeBas, A.	6zbp_0
1438	9cpu										9cpu_0
1439	8sdh	2.84	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/07/24					Yuan, M., Wilson, I.A.	8sdh_1
1440	7wn2	2.35	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	04/19/23					Yamamoto, A., Higashiura, A.	7wn2_1
1441	7x91	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	12/07/22					Kamada, K., Shirouzu, M.	7x91_0
1442	9cpu										9cpu_1
1443	8owt	2.37	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	01/08/09					Mikolajek, H., Naismith, J.H., Owens, R.J.	8owt_0
1444	7wnb	2.18	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	04/19/23					Yamamoto, A., Higashiura, A.	7wnb_0
1445	7voa	1.8	X-RAY DIFFRACTION	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	08/10/22					Ma, H., Zeng, W.H., Jin, T.C.	7voa_0
1446	6z2m	2.71	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	05/17/20					Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	6z2m_3
1447	6yz7	3.3	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	05/06/20					Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	6yz7_0
1448	7f5h	3.0	X-RAY DIFFRACTION	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	06/22/21					Luo, Z.P., Li, T., Lai, Y., Zhou, Y., Tan, J., Li, D.	7f5h_1
1449	6ym0	4.36	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	04/07/20					Huo, J., Zhao, Y., Ren, J., Zhou, D., Ginn, H.M., Fry, E.E., Owens, R., Stuart, D.I.	6ym0_0
1450	8owt	2.37	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	01/08/09					Mikolajek, H., Naismith, J.H., Owens, R.J.	8owt_1
1451	7m6d	3.1	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	03/25/21					Barnes, C.O., Bjorkman, P.J.	7m6d_0
1452	7oap	1.901	X-RAY DIFFRACTION	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	04/19/21					Naismith, J.H., Mikolajek, H.	7oap_0
1453	7ws2	3.3	ELECTRON MICROSCOPY	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	01/28/22					Guo, H., Gao, Y., Ji, X., Yang, H.	7ws2_0
1454	8owt	2.37	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	01/08/09					Mikolajek, H., Naismith, J.H., Owens, R.J.	8owt_2
1455	8dnn	3.12	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	05/24/23					Muthuraman, K., Kucharska, I., Ivanochko, D., Julien, J.P.	8dnn_0
1456	7x2h	2.1	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	03/01/23					Wang, X., Wang, Z.	7x2h_1
1457	7m6d	3.1	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	03/25/21					Barnes, C.O., Bjorkman, P.J.	7m6d_1
1458	7oap	1.901	X-RAY DIFFRACTION	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	04/19/21					Naismith, J.H., Mikolajek, H.	7oap_1
1459	7kfx	2.226	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	10/15/20					Pan, J., Abraham, J., Clark, L., Clark, S.	7kfx_0
1460	7spo										7spo_0
1461	9cpw										9cpw_0
1462	8zhg	3.51	ELECTRON MICROSCOPY	Enterobacteria phage T6; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; synthetic construct	08/21/24					Yan, Q., Gao, X., Liu, B., Hou, R., He, P., Li, Z., Chen, Q., Wang, J., He, J., Chen, L., Zhao, J., Xiong, X.	8zhg_0
1463	9fgr	4.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/05/24					Berlinguer, M., Chaves-Sanjuan, A., Milazzo, F.M., Minenkova, O., De Santis, R., Bolognesi, M.	9fgr_0
1464	8owt	2.37	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	01/08/09					Mikolajek, H., Naismith, J.H., Owens, R.J.	8owt_3
1465	7kfy	2.157	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	10/15/20					Pan, J., Abraham, J., Clark, L., Clark, S.	7kfy_0
1466	7spp										7spp_0
1467	9cpw										9cpw_1
1468	7kn5	1.87	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	11/04/20					Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	7kn5_0
1469	7jx3	2.65	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	08/26/20					Snell, G., Czudnochowski, N., Rosen, L.E., Nix, J.C., Corti, D., Veesler, D., Park, Y.J., Walls, A.C., Tortorici, M.A., Cameroni, E., Pinto, D., Beltramello, M.	7jx3_0
1470	9cpx										9cpx_0
1471	8g72	5.6	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	01/24/24					Ye, G., Bu, F., Liu, B., Li, F.	8g72_0
1472	7u9o	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	11/23/22					Tsybovsky, Y., Kwong, P.D., Farci, P.	7u9o_0
1473	6zlr	3.1	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	07/01/20					de Nicola, G.F., Nichols, C.E.	6zlr_1
1474	7kn4	2.7	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	11/04/20					Liu, H., Wilson, I.A.	7kn4_1
1475	7z1c	1.9	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1c_0
1476	7kn5	1.87	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	11/04/20					Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	7kn5_1
1477	7jx3	2.65	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	08/26/20					Snell, G., Czudnochowski, N., Rosen, L.E., Nix, J.C., Corti, D., Veesler, D., Park, Y.J., Walls, A.C., Tortorici, M.A., Cameroni, E., Pinto, D., Beltramello, M.	7jx3_1
1478	6xc4	2.341	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/08/20					Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	6xc4_0
1479	9cpx										9cpx_1
1480	8oww	1.969	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	05/08/24					Cornish, K.A.S., Naismith, J.H., Owens, R.J.	8oww_0
1481	8dtk	3.77	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	08/02/23					May, A.J., Manne, K., Acharya, P.	8dtk_0
1482	7vzt	3.41	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	05/31/23					Wang, F.Z., Wang, Y., Tan, X.W., Shi, R., Yan, J.H.	7vzt_0
1483	7u9p	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	11/23/22					Tsybovsky, Y., Kwong, P.D., Farci, P.	7u9p_0
1484	7z1c	1.9	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1c_1
1485	7kn5	1.87	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	11/04/20					Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	7kn5_2
1486	7jx3	2.65	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	08/26/20					Snell, G., Czudnochowski, N., Rosen, L.E., Nix, J.C., Corti, D., Veesler, D., Park, Y.J., Walls, A.C., Tortorici, M.A., Cameroni, E., Pinto, D., Beltramello, M.	7jx3_2
1487	7b17	4.01	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS; LAMA GLAMA	11/23/20					Hallberg, B.M., Das, H.	7b17_0
1488	7z1c	1.9	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1c_2
1489	7kn5	1.87	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	11/04/20					Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	7kn5_3
1490	6yz5	1.8	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	05/06/20					Naismith, J.H., Huo, J., Mikolajek, H., Ward, P., Dumoux, M., Owens, R.J., Le Bas, A.	6yz5_0
1491	9ml8										9ml8_1
1492	7y6n	4.4	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/21/23					Uchikubo, T., Shirouzu, M.	7y6n_0
1493	7z1c	1.9	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	02/24/22					Mikolajek, H., Naismith, J.H.	7z1c_3
1494	7swo	4.1	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	11/20/21					Windsor, I.W., Tong, P., Wesemann, D.R., Harrison, S.C.	7swo_0
1495	7klh	3.0	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	10/30/20					Li, Z., Rini, J.M.	7klh_0
1496	7djz	2.397	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	11/22/20					Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	7djz_0
1497	7d6i	3.41	X-RAY DIFFRACTION	SEVERE ACUTE RESPIRATORY SYNDROME-RELATED CORONAVIRUS; HOMO SAPIENS	09/30/20					Shi, R., Qi, J.X., Gao, G.F., Yan, J.H.	7d6i_0
1498	6xe1	2.75	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	06/11/20					Hurlburt, N.K., Pancera, M.	6xe1_0
1499	9ml9										9ml9_0
1500	8j1q	3.3	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; SYNTHETIC CONSTRUCT	06/21/23					Rahman, M.S., Jang, S.K., Lee, J.O.	8j1q_0
1501	7s5r	2.45	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	03/09/22					Yuan, M., Wilson, I.A.	7s5r_0
1502	8cwu	1.71	X-RAY DIFFRACTION	Lama glama; Severe acute respiratory syndrome coronavirus 2	07/06/22					Liu, H., Wilson, I.A.	8cwu_0
1503	8gjn	3.6	ELECTRON MICROSCOPY	Mus musculus; Severe acute respiratory syndrome coronavirus 2	04/05/23					Kwon, H.J., Zhang, J., Kosikova, M., Tang, W.C., Rodriguez, U.O., Peng, H.Q., Meseda, C.A., Pedro, C.L., Schmeisser, F., Lu, J.M., Zhou, B., Davis, C.T., Wentworth, D.E., Chen, W.H., Shriver, M.C., Pasetti, M.F., Weir, J.P., Chen, B., Xie, H.	8gjn_0
1504	8e1g	2.57	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/28/23					Wasserman, H., Hastie, K.M., Buck, T.K., Saphire, E.O.	8e1g_1
1505	8j26	3.4	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; SYNTHETIC CONSTRUCT	06/21/23					Rahman, M.S., Jang, S.K., Lee, J.O.	8j26_0
1506	7s5r	2.45	X-RAY DIFFRACTION	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	03/09/22					Yuan, M., Wilson, I.A.	7s5r_1
